web-scraper-order,web-scraper-start-url,Title Links,Title Links-href,Title,Name,Project Type,Committee Approval Decision Date,References,Lay Summary
1616688194-34788,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=33&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Descriptive Data on Clozapine Use in Schizophrenia,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=584,Descriptive Data on Clozapine Use in Schizophrenia,Robert Stewart,Research,22-Mar-13,References :,"This study aims to investigate lifetime prevalence of clozapine use, prevalence of current clozapine use, and distribution of current clozapine dosage in people with schizophrenia."
1616688606-34951,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=16&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,CATCh-uS: Children and Adolescents with ADHD in transition from child to adult services.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=961,CATCh-uS: Children and Adolescents with ADHD in transition from child to adult services.,Helen Eke,Research,25-Aug-16,References :,"CATCh-uS explores the options available to young people (YP) with Attention Deficit Hyperactivity Disorder (ADHD) when they are too old for Child and Adolescent Mental Health services. The study will compare the numbers and clinical profiles of adolescents detected using CATCh-uS surveillance study data, to adolescents who meet CATCh-uS inclusion criteria in CRIS."
1616688142-34767,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=35&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Risk Factors for Mortality in Opioid and Alcohol Disorders.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=546,Risk Factors for Mortality in Opioid and Alcohol Disorders.,Karolina Bogdanowicz,Research,27-Feb-12,"References :
                            Double Trouble: Psychiatric Comorbidity and Opioid Addiction-All-Cause and Cause-Specific Mortality
Bogdanowicz, K. M., Stewart, R., Broadbent, M., Hatch, S. L., Hotopf, M., Strang, J. & Hayes, R. D. 2015 In: Drug and Alcohol Dependence.",The objective of the analysis is to identify specific risk factors for mortality in individuals with opiate and/or alcohol diagnosis in a bid for a better understanding of the reasons for excess mortality rates among these groups.
1616688044-34729,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=39&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Pre-Trial Investigation of the Relationship Between Smoking and Co-Existing Mental Health Disorders and Drug Addiction (Part of a BRC DAAIM Flexibility Fund Award),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=481,Pre-Trial Investigation of the Relationship Between Smoking and Co-Existing Mental Health Disorders and Drug Addiction (Part of a BRC DAAIM Flexibility Fund Award),Karolina Bogdanowicz,Research,02-Jan-13,References :,The aim of this study is to assess interest in different nicotine dependence treatment options and willingness to participate in a trial. The objectives of the CRIS analyses will be to capture baseline information on current treatment provision across substance abuse and mental health patients.
1616687966-34699,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=42&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Ascertaining the Profile and Impact of Personality Disorders in the SLAM BRC Case Register,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=385,Ascertaining the Profile and Impact of Personality Disorders in the SLAM BRC Case Register,Marcella Fok,Research,22-Sep-09,References :,"This study aims to investigate the profile (prevalence, socio-demographic and clinical correlates) and longitudinal outcome of personality disorders (PD) in SLaM."
1616688318-34837,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=28&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"An Examination of How Gypsies, Roma and Travellers Access Mental Health Services and their Clinical Outcomes",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=677,"An Examination of How Gypsies, Roma and Travellers Access Mental Health Services and their Clinical Outcomes",Hannah Walsh,Research,16-Apr-14,References :,"This study aims to investigate the demographic profile and experiences of access and treatment for Gypsy, Roma and Traveller (GRT) populations within SLaM, in comparison with a matched group of non-GRT service users; and identify patterns or trends in the differences in the clinical pathway experience between the two groups."
1616688084-34744,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=37&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The Role of Clinical and Social Factors in Predicting Incidence/ Prevalence and Clinical/ Functional Outcomes in Psychotic Disorders,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=500,The Role of Clinical and Social Factors in Predicting Incidence/ Prevalence and Clinical/ Functional Outcomes in Psychotic Disorders,Rashmi Patel,Research,19-Jun-13,"References :
                            Mood Instability is a Common Feature of Mental Health Disorders and is Associated with Poor Clinical Outcomes
Patel, R., Lloyd, T., Jackson, R., Ball, M., Shetty, H., Broadbent, M., Geddes, J., Stewart, R., McGuire, P., Taylor, M. May 2015 In: BMJ Open. 5,5: e007504.

Prodromal Services Improve Clinical Outcomes in People who Present with an Established First Episode of Psychosis 
Patel, R., Fusar-Poli, P., Diaz-Caneja, C.M., Valmaggia, L., Byrne, M., Badger, S., Garety, P., Shetty, H., Broadbent, M., Stewart, R. & McGuire, P. 1 March 2015 In: Schizophrenis Bulletin. 41, S1-S341.",This study aims to investigate how clinical and sociodemographic factors contribute towards incidence/prevalence and prognosis of first episode psychosis.
1616688467-34896,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=22&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,To determine the frequency of diagnosis of Non-Alzheimer Dementias compared with Alzheimer’s dementia or Generic Dementia within a secondary care sample using the Case Records Interactive System (CRIS),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=859,To determine the frequency of diagnosis of Non-Alzheimer Dementias compared with Alzheimer’s dementia or Generic Dementia within a secondary care sample using the Case Records Interactive System (CRIS),Clive Ballard,Research,10-Aug-15,References :,We aim to find out how often different types of dementia are diagnosed and whether the frequency of different dementias matches population studies.  We will also look at changes in diagnostic practice over the last 7 years.  A final aim is to explore the potential value of CRIS as a recruitment tool for BRC and BRU studies of non-Alzheimer dementias.
1616688053-34732,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=38&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Retrospective Analysis of Absconding Behaviour: Static and Dynamic Factors,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=483,Retrospective Analysis of Absconding Behaviour: Static and Dynamic Factors,Rebecca Perna,Research,11-Dec-12,References :,This study aims to explore whether it is possible to identify static and dynamic factors that might predict absconding behaviours in mentally disordered offenders?
1616688723-34998,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=12&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Associations between Trazodone prescriptions and outcomes in dementia,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1095,Associations between Trazodone prescriptions and outcomes in dementia,Christoph Mueller,Research,15-Jun-17,References :,"Trazodone is a well-established antidepressant, which is already used in dementia care. New research has suggested that Tazodone could directly affect the dementia disease process to reduce the impact of dementia. Our aim is to examine if people prescribed Trazodone have better outcomes than those receiving other interventions."
1616688370-34858,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=26&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Validating HES Discharge Diagnostic Data for Mental Disorders and Dementias,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=748,Validating HES Discharge Diagnostic Data for Mental Disorders and Dementias,Katrina Davis,Research,24-Oct-14,References :,"This study uses linked CRIS and HES data to investigate the validity of diagnoses recorded on HES. Alongside this, we would like to look at the timeline of a diagnosis, to look at the stability of diagnoses, how likely they are to change over time."
1616688560-34933,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=18&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Impact of 'mixed features' on clinical outcomes in depression,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=926,Impact of 'mixed features' on clinical outcomes in depression,Matthew Taylor,Research,17-Mar-16,References :,"Some people experience episodes of depression alone, others have both episodes of depression and also episodes of abnormal elevations in mood. Recently it has become clear that these symptoms often overlap, and this study aims to understand how mixed symptoms affects important clinical outcomes for people with depression."
1616687977-34703,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=41&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,OPCRIT+ and Biobank implementation,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=403,OPCRIT+ and Biobank implementation,Philip Brittain,Research,13-Oct-10,"References :
                            Harnessing Clinical Psychiatric Data with an Electronic Assessment Tool (OPCRIT+): The Utility of Symptom Dimensions 
Brittain, P. J. , Lobo, S. E. M. , Rucker, J. , Amarasinghe, M. , Anilkumar, A. P. P. , Baggaley, M. , Banerjee, P. , Bearn, J. , Broadbent, M. , Butler, M. , Campbell, C. D. , Cleare, A. J. , Dratcu, L. , Frangou, S. , Gaughran, F. , Goldin, M. , Henke, A. , Kern, N. , Krayem, A. , Mufti, F. , McIvor, R. & 17 others Needham-Bennett, H., Newman, S., Olajide, D., O'Flynn, D., Rao, R., Rehman, I., Seneviratne, G., Stahl, D., Suleman, S., Treasure, J., Tully, J., Veale, D., Stewart, R., McGuffin, P., Lovestone, S., Hotopf, M. & Schumann, G. 8 Mar 2013 In: PloS one. 8, 3, 8 p.e58790.",This study aims to monitor and provide feedback to participating wards regarding symptom and diagnostic profiles and to assess the reliability and validity of the OPCRIT+ clinical coding system in the ward environment.
1616688480-34901,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=21&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Liver and Gastroenterological Morbidity and Mortality in Severe Mental Illness,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=868,Liver and Gastroenterological Morbidity and Mortality in Severe Mental Illness,Mathew Vithayathil,Research,03-Sep-15,References :,"This study will investigate the prevalence, morbidity and mortality of liver and gastroenterological disease in patients with schizophrenia and depression, and will investigate  risk factors associated with liver and gastroenterological morbidity."
1616688392-34867,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=25&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Risks of Mortality and Hospital Admissions for Physical Illness Among People with Eating Disorders (Anorexia Nervosa and Bulimia Nervosa).,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=765,Risks of Mortality and Hospital Admissions for Physical Illness Among People with Eating Disorders (Anorexia Nervosa and Bulimia Nervosa).,Chin Kuo Chang,Research,04-Dec-14,References :,"Anorexia Nervosa (AN) and Bulimia Nervosa (BN) are eating disorders that are known to be associated with a plethora of physical health conditions that are either consequences of the eating disorder (ED) or exacerbated by the ED.
 People with EDs will present to hospital needing medical attention for physical health complications that may be direct or indirect consequences of their EDs. CRIS provides a unique opportunity to determine the physical health problems that people with AN or BN face which causes them to be admitted to hospital. This then will enable comparison of the hospital use and physical illnesses of patients with AN and BN to the general population. This information can help to inform clinical practice on optimum pathways in the management of patients with EDs.
It is known that among all mental health conditions, AN has one of the highest rate of deaths. Using CRIS, the rate of deaths in people with EDs compared to that observed in the general population of the U.K can be determined. Furthermore, it is known that one of the main causes of death in people with EDs is suicide; however not much has been done to draw a general picture about how EDs lead to other health conditions and death in a broader context. Thus, CRIS linkage can be utilised to determine possible risk factors for physical illnesses and death in people with EDs."
1616688119-34758,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=36&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Profile of Very-Late-Onset Schizophreniform Psychosis – Re-visiting Ethnic Group Differences in Risk.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=515,Profile of Very-Late-Onset Schizophreniform Psychosis – Re-visiting Ethnic Group Differences in Risk.,Robert Stewart,Research,04-Jul-13,References :,"This study aims to describe the prevalence of very-late-onset schizophreniform psychosis, to compare this between common ethnic groups in the SLAM catchment, and to investigate illicit drug use and social isolation as risk factors."
1616688338-34845,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=27&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Capacity Assessments in Borderline Personality Disorder,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=721,Capacity Assessments in Borderline Personality Disorder,Karyn Ayre,Research,22-Sep-14,References :,"This study seeks to further understanding of the extent to which BPD constitutes a ""disorder of the mind"" and how the condition may affect the ""use and weigh"" element of the decision making process."
1616688898-35066,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=5&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Cancer among people with severe mental illness (SMI) and their trajectories of treatments and prognoses,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1328,Cancer among people with severe mental illness (SMI) and their trajectories of treatments and prognoses,Chin-Kuo Chang,Research,28-Feb-19,References :,"People with severe mental disorders have higher mortality after a cancer diagnosis. We will use a linkage of CRIS with local cancer registry, mortality, and hospital episode statistics (HES), to see if people with mental health disorders or dementia have a higher risk of cancer, and/or less adequate treatment, and/or worse treatment outcomes."
1616688581-34941,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=17&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Descriptive data on psychotherapy interventions in CRIS,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=937,Descriptive data on psychotherapy interventions in CRIS,Robert Stewart,Research,28-Apr-16,References :,"SLaM is accumulating increasing quantity of new information on psychotherapy interventions through text-mining in CRIS and through the incorporation of data from IAPT services. This project will aim to describe current data resources and availability, as well as the performance of component information extraction programs."
1616688235-34804,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=31&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Assessing the Impact of Antipsychotic Medication Profiles on Physical Health Diagnoses and Acute Care Service Use,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=621,Assessing the Impact of Antipsychotic Medication Profiles on Physical Health Diagnoses and Acute Care Service Use,Giouliana Kadra,Research,06-Nov-13,References :,"The objective of this study is to examine the relationship between different antipsychotic medication profiles, physical health diagnoses and acute care service use in individuals with serious mental illness (SMI)."
1616688696-34987,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=13&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Does Season of Conception have an impact on the presence of a Neurodevelopmental Disorder (Autism Spectrum Disorder).,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1056,Does Season of Conception have an impact on the presence of a Neurodevelopmental Disorder (Autism Spectrum Disorder).,SURABHI SETIYA,Research,20-Mar-17,References :,"The season when you are conceived and born can affect many aspects of your life, including a higher prevalence of some mental disorders for different seasons of birth. This project will instigate if the season of conception has an impact on Autism Spectrum Disorder."
1616687963-34698,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=42&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,A Preliminary Investigation of “Diogenes Syndrome”,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=382,A Preliminary Investigation of “Diogenes Syndrome”,Justin Kington,Research,01-Jan-09,References :,"The aim of this project is to produce a descriptive or analytical study of this syndrome as recorded within CRIS, seeking to generate useful search terms and variables of interest to inform further analysis."
1616688423-34880,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=24&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Descriptive analysis of place of death and hospital admissions in the last year of life in people with mental illness in South London.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=809,Descriptive analysis of place of death and hospital admissions in the last year of life in people with mental illness in South London.,Tara Whitburn,Research,12-Mar-15,"References :
                            (Wilson, R., Gaughran, F., Whitburn, T., Higginson, I., & Gao, W. (2019). Place of death and other factors associated with unnatural mortality in patients with serious mental disorders: Population-based retrospective cohort study. BJPsych Open, 5(2), E23. doi:10.1192/bjo.2019.5","It has been suggested that people with pre-existing mental illness who have a terminal physical illness face difficulty accessing appropriate end of life services, yet there has been minimal research in this area. For service users who have died in the last few years, this study will investigate the place of death and the number and pattern of inpatient admissions in the last year of life."
1616688517-34916,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=20&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Understanding hallucinations and their impact in psychosis.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=896,Understanding hallucinations and their impact in psychosis.,KAREN BIRNIE,Research,05-Nov-15,References :,"A significant proportion of patients experience nonverbal auditory hallucinations as well as hallucinations in other modalities (visual, olfactory or tactile) but these experiences are frequently overlooked in hallucinations research in schizophrenia or other psychiatric disorders. The aim of this project will be to investigate the occurrence of one or more of these other hallucinatory syndromes in order to describe the characteristics and outcomes of patients experiencing them."
1616688077-34741,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=37&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Consent for Consent Research Pilot,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=495,Consent for Consent Research Pilot,Dan Robotham,Research,25-Feb-13,References :,"This study aims to ascertain numbers of people on the Consent for Contact (C4C) register, participation rates, and  recorded stipulations."
1616688064-34737,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=38&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Corticosteroids and Child Mental Health,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=491,Corticosteroids and Child Mental Health,Ben Baig,Research,28-Jan-13,References :,"This study aims to assess how many children and young people who have been prescribed oral corticosteroids are referred to child psychiatric services, what their main problems are and how they are managed."
1616688158-34773,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=34&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Outcome Changes in Relation to Prescribing Patterns for People with Dementia,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=556,Outcome Changes in Relation to Prescribing Patterns for People with Dementia,Denise Taylor,Research,01-May-12,"References :
                            24.9.18 closed","This study aims to exploring the effect of the national prescribing policy for dementia over time on medication classes prescribed, and patient and carer-reported outcomes."
1616688946-35085,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=3&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Perinatal stress and brain development,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1365,Perinatal stress and brain development,Michael Craig,Research,24-Oct-19,References :,"Maternal mental health problems during pregnancy have sometimes been linked to particular health conditions in the offspring; however, underlying reasons for this are poorly understood. This project aims to investigate whether maternal mental health problems may impact the development of the baby's brain."
1616688117-34757,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=36&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Prevalence of Psychosomatic Disorders Among Immigrant Children and Adolescents in South London,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=514,Prevalence of Psychosomatic Disorders Among Immigrant Children and Adolescents in South London,Buket Kilicer,Research,17-Jun-13,References :,"The aim of the study is to compare psychosomatic complaints between native, western and non-western immigrant children and adolescents in South London and to analyse ethnic differences."
1616688238-34805,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=31&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Striving Towards Personalised Medicine,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=622,Striving Towards Personalised Medicine,Giouliana Kadra,Research,06-Nov-13,References :,"The objective of this study is to examine whether physical disorders, demographic factors, symptoms/behaviours, or environmental factors modify the relationship between antipsychotic medication prescription and mortality or other physical health outcomes, in individuals with serious mental illness (SMI)."
1616688347-34849,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=27&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Ontology-driven re-engineering of clinical pathways,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=729,Ontology-driven re-engineering of clinical pathways,Sergio de Cesare,Research,13-Nov-14,References :,This project seeks to derive ontological representations from unstructured text via the use of Natural Language Processing techniques.
1616688039-34727,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=39&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Maternal Filicide: What are the Characteristics of the Mother Who Kills Her Own Child and What Can Be Done To Prevent This Crime From Occurring?,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=474,Maternal Filicide: What are the Characteristics of the Mother Who Kills Her Own Child and What Can Be Done To Prevent This Crime From Occurring?,Noriko Sakikawa,Research,10-Jul-11,References :,This project will test the validity of previously proposed typologies of offenders.
1616688964-35092,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=2&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Development of an extended medications application using natural language processing (NLP) techniques,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1401,Development of an extended medications application using natural language processing (NLP) techniques,Jaya Chaturvedi,Research,22-Aug-19,References :,"The purpose of this project is to help identify medication information from textual information in the health record. The results of this will be made available for use by other CRIS projects. As well as extracting basic medication information such as drug name/ dose/ route/ frequency (currently covered by the existing medication application), the application will aim to ascertain the initiation and cessation times for these medications, and whether the person being mentioned is the patient or someone else. The aim is to provide a more complete picture behind the mention of medications."
1616688962-35091,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=2&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Examining primary care data for early indicators for Parkinson’s related dementias,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1400,Examining primary care data for early indicators for Parkinson’s related dementias,Christoph Mueller,Research,22-Oct-19,References :,"Parkinson’s related dementias (as dementia with Lewy bodies) are common but the diagnosis is often missed. We want to identify early signs of dementia with Lewy bodies in primary care records, appearing 1-2 years before a diagnosis in specialist mental health care is made."
1616688390-34866,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=25&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Diagnostic Overlap in Psychiatric Disorders,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=764,Diagnostic Overlap in Psychiatric Disorders,Rashmi Patel,Research,11-Nov-14,References :,The study will investigate the degree to which psychiatric disorders co-occur and whether this reflects the anatomical overlap observed in neuroimaging studies.
1616688471-34898,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=22&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Statistical modelling of symptom dimensions in psychotic disorders,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=861,Statistical modelling of symptom dimensions in psychotic disorders,Gayan Perera,Research,10-Aug-15,References :,"This study uses recently developed natural language processing applications to ascertain mentions of different psychotic symptoms in text fields and seeks to identify potential underlying dimensions: for example, manic, disorganisation, positive, negative and catatonic."
1616688627-34960,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=16&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Predictors of seclusion in forensic psychiatric intensive care wards in a South London NHS trust,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=995,Predictors of seclusion in forensic psychiatric intensive care wards in a South London NHS trust,Else Dierick,Research,20-Oct-16,References :,"This research aims to investigate the predictors for seclusion in forensic psychiatric care wards in a South London NHS trust. These predictors can inform service personnel of which behaviour is risky and needs to be looked out for, as well as look into ways of providing additional support for those service users who display this behaviour in order to potentially employ an early intervention strategy or devise other ways of managing their behaviour within the ward."
1616688828-35038,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=8&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Does the ethnicity or gender of a patient influence prescribing of the antipsychotic clozapine to people with treatment resistant schizophrenia,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1262,Does the ethnicity or gender of a patient influence prescribing of the antipsychotic clozapine to people with treatment resistant schizophrenia,Richard Hayes,Research,20-Sep-18,References :,"This project aims to understand if there are ethnic differences in prescribing clozapine and how these might be explained, using data from people who received treatment in SLaM.  The literature on gender inequalities in the prescribing of clozapine is scarce, but some few studies report that women are less likely to be prescribed clozapine."
1616688412-34875,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=24&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,How do Clinical Populations of ‘At-Risk Mental State’ and ‘First-Episode Psychosis’ Differ?,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=784,How do Clinical Populations of ‘At-Risk Mental State’ and ‘First-Episode Psychosis’ Differ?,Robin Wilson,Research,21-Jan-15,"References :
                            Cannabis Use and Treatment Resistance in First Episode Psychosis: A Natural Language Processing Study 
Patel, R., Wilson, R., Jackson, R., Ball, M., Shetty, H., Broadbent, M., Stewart, R., McGuire, P. & Bhattacharyya, S. 26 Feb 2015 In : The Lancet. 385, p. S79 S0140-6736(15)60394-4.

Association of Cannabis Use with Hospital Admission and Treatment Resistance in People with First Episode Psychosis in South London. 
Patel, R., Wilson, R., Jackson, R., Ball, M., Shetty, H., Broadbent, M., Stewart, R., McGuire, P. & Bhattacharyya, S. 11 Nov 2014 In: Early Intervention in Psychiatry. 8, S1, p. 59-59.

Do fewer males present to clinical high-risk services for psychosis relative to first-episode services Wilson, R.P, Patel, R and Bharracharyya, S. 28 Jan 2016 In: Early Intervention in Psychiatry, p1-7",This project will compare a range of clinical and sociodemographic variables between people with 'First Episode Psychosis' and 'At Risk Mental State' from the same geographic location and under the care of the same provider.
